text,sentimen
memang perlu kendara pribadi properti krusial harga relatif mahal bahan bakar   subsidi jelas buang buang kas negara negara maju pedestrian pada orang orang cukup jalan kaki naik transport umum guna alternatif murah lain cukup penuh perlu lokasi ingin,negatif
sebab karna kurang paham masyarakat lebih ev cuma mikir ev bebas karbon paham lebih contoh a ev   kuat nanjak mohon maaf ev rata rata torsi mesin besar torsi pakai tanjak bukan daya kuda hp b ev sedia orderdil jarang ev hampir bilang fre maintenance karna gerak pakai dinamo ada pernah servis bulan kipas angin ganti oli kipas angin tiap bulan ev susah kalaupun ganti biasa baterai itu jangka waktu lama sisa komponen umum misal ganti ban kampas rem jual sedia c harga charging ev mahal   banyak bahas ngetes boros boros ev lebih irit combustion engine jarak jelajah ev pendek jarak jelajah ev uang sanggup bayar ev sanggup km sekali jelajah masalah sanggup   beli inti tanya tanya gambar paham masyarakat ev bagus harga ev jangkau harga wuling air ev merk china ukur   lebih besar bajaj harga tara versi tinggi city car jepang brio agya gr malah low mpv varian rendah sama sekali value for money,negatif
duh kasi jabat   calon rugi deh,negatif
bgga   murah ngechargenya jg msh bikjn dagdigder ad nggz daerah tuju cb bw ciwidey trus arah pantai banten pssti mikir   soal   sepeda jaya dimna mana sel kayaj viar dk,netral
ayo dukung esemka,positif
narasumber pro   solusi,positif
harga mahal batrenya sangat mahal walaupun murah   harga sangat mahal mending pilih bensin biaya bensin tahun lebih murah   harga batrei juta ganti tahun sekali,positif
hm   ev mau cepet laku duit buat subsidi lcgc mending hapus buat ada spklu lebih baru subsidi sebut alih ev,positif
subsidi alih blt lumayan beli bensin liter per   bulan baru pihak rakyat kecil usaha biar karna uang banyak demokrat partai wong kecil,negatif
yng ingin rakyat beli kendara tpi   pajak,negatif
subsidi tepat sasar maaf,negatif
laku indonesia bakal asal harga mahal mahal jangkau tentunmahal,positif
dululah indonesia ev hibrid   dulu  jangan  beli ev motor ribet ngecharge,negatif
cuma syarat indonesia maju hukum mati koruptor,negatif
ri negara korup nomer dunia gin jabat sandiwara terus,negatif
  mau pabrikan toyota ev   toyota,positif
spertinya   untuk   tinggl plosok stasiun isi blum biaya service mungkin mahal tukang teknisi bukan mekanik,negatif
  batre rusak tara ganti bos,positif
butuh proses dukung bukan lemah wong tuju masuk akal positif kaum oposisi cuma jual kata kata mulus ambisi politik,negatif
dikatain bodoh ntr marah lapor polisi bilang cerdas   cocok hadew,negatif
harga sama pilih   lebih aman,positif
laah mau transisi   mahal spek gabisa lebih tanding apa     edar  sekarang    kata manusia indo goblok kyk dulu buta informasi gausa deh cntoh kecil hp     harga bawah jt milih hp    orang  hari nyari info segi spek n budget maksimal uang brg   rasa pantas dapat pdahal cukup jam   didapetin info aplg manusia indo rata fanatik avanza pas ngeliat cm tumpang gabutuh  lihat  spek gabutuh nyari informasi udh lgsung skip   tengah atas dikit ngebandinginnya paling sama inova   gabisa lebih fix skip ujung manusia indo paling maksimal   alih,negatif
sulit bisnis baru dulu buat solusi,positif
rakyat lebih butuh subsidi bbm didik sehat rakyat kecil   beli   subsidi baru mau  orang  kaya  kok  subsidi gelo,negatif
kepingin kendara laku jual kendara kurang lebih sama kendaran non banyak stasiun stasiun tukar baterai paham,negatif
indonesia negara miskin th bangke,negatif
kirain esemka tak tahu cina,netral
subsidi   jelas jalan banyak bolong mikirin subsidi,negatif
harus perintah tau mslh utama  jangan  tutup mslh tsb hingga smpai trlihat linglung knp   laku hayo mslh apa masa pinteran bel drpd perintah,negatif
banyak desain kurang wah sih,positif
jalan rusak banyak banyak rakyat miskin,negatif
bijak terlalu jawasentris sedia infrastruktur dukung luar jawa sangat minim sebab duduk luar jawa minim bahkan hampir tarik milik kendara harap infrastruktur dukung dulu banyak baru warga ragu alih ev,negatif
insentif pajak buat apa   harga awal jt indonesia jd jt situ waras mau nipu pakai sebut insentif pajak mau nipu rakyat,positif
hidrogen masa depan dunia,negatif
lama ngcassnya batrai   awet jam keluh,netral
masalah ukur harga jangkau perintah beda jauh arti harga jangkau masyarakat kata perintah jtan jangkau wuling ev masyrakat motor   jtan beli cicil itu banyak macet cicil mimpi basah siang bolong   laku,negatif
bagaimana rakyat mau beli infrastruktur isi baterai percuma,negatif
orang indonesia msh bnyk   kere siapa   mau beli dapat warga rata rata per kapita per bulan juta,negatif
wong rakyat cari kerja susah jual susah kok   laku benerin duru uang rakyat apa apa laku contoh china,negatif
  gratis laku kendara   masalah mana gratis produksi   pake batubara sama   polusi ajar mixue sasar kendara daerah pinggir indonesia lalu buat fastcharge tiap beberapa kilometer mulai bangun bangkit ramah lingkung tiap desa paling isi daya motor gratis,positif
laku pabrikan larang atur dunia mesin stop produksi baru alih,negatif
masyarakat bilang mau beli duit cukup buat butuh hari hari mimpi semua orang mampu beli sb   nyata masyarakat hutang terus tambah lunas   bikin keluarga derita solusi   baik   butuh masyarakat lapang kerja   baik layak,negatif
hadiah kn seluruh rakyat ludes hsbis tangan ter bukak terima,negatif
tempat isi utama,negatif
kota besar luar   laku jalan indonesia bukan sprti barat eropa masalah terminal charging,negatif
kelas tengah suka lebih irit ongkos lebih boros pke bensin,negatif
dulu pernah laku merknya tamiya,netral
ev   nanjak plus stop go tanjak mogok tengah jalan gara gara quality control mumpuni kayak   tahun depan baru ganti konversi ev,negatif
bijak   pro wong cilik,negatif
specnya jelek     mau beli batre pake sewa asu,negatif
banyak khawatir   sering tanya masyarakat adl sedia spklu harap realisasi cepat spklu segera laku perintah dmana kmrn ud mou dg swata   cepat edukasi kpd masyarakat baik perintah maupun dealer dg sales banyak mis informasi masyarakat ttg ev khusus       edar indonesia ev wuling air ev ioniq dua brand sama beri garansi baterai th ganti baterai sifat parsial sbg contoh   wuling air ev harga an harga baterai jt part ato jt al part   hrga hilir ekosistem ev jalan harap harga baterai turun shg harga baterai kecil brand minded   susah   ubah tinggal produk jepang   edar buat masyarakat ragu   segera alih ev,negatif
masalah baterai doank yakin batrai nikel kuat dipake kendara mikir jing orang orang beli kendara cuman parkir garasi paling dipake minggu sekali batrai kendara parkir garasi malah ancur enak pake bbm sekalipun parkir garasi tahun tahun   masalah paling ganti aki doank   kena banjir milik kendara ev nang pojok ganti batrai part ada   jelas,negatif
sebenernya si bukan   laku hubung harga relatif mahal sama karna nyaman pake kendara konvensional alam nyupirin bos pake depok sudirman asli nyaman banget bilang irit batrenya,positif
pembnagkit pake pltu   cari lingkung apa batubara bahan     baharu rakyat banyak pake kendara   bayar naik baik perintah perlu kaji   lebih matang jangan asal bikin bijak rakyatjuga   bikin susah,negatif
hm terlalu penting masyarakat mau kerja n gaji   layak rumah tempat tinggal   beli,negatif
  butuh motor butuh sembako murah,negatif
unit tahun naik unit arti naik tinggi dong,negatif
indonesia jln bnyk   hancur tinggu jln semua mulus baru ku beli,negatif
jga banyak pake batubara jga mau ganti jga sama  ,positif
nih wajah orang   hobi bikin rakyat susah,negatif
orang papua asmat kalu   salah rela motor dimodip motor lebih murah biyaya,netral
  mau laris tutup semua spbu misal jakarta jalan jakarta pake kendara   bahan bakar minyak otomatis kendara laris manis,netral
  milik pertama tiap milik gratis niscaya laris manis,positif
lemah mahal kurang luas sempit tak pakai mudik lebaran boro boro ngecas lama jam mending isi bensin cuma   nyampe menit bayangin   mudik waktu lebaran hari raya isi bensin   ngantrinya lama minta ampun apa hari baru jatah isi kurang tenaga bawa tumpang ful banyak barang   berat tanjak ingat indonesia banyak daerah dikelilingin bukit bukit gunung gunung   tinggi resiko celaka lebih keri batre lithium rusak parah bakar bensin bensin   cela waktu tumpang bakar cari tolong cari air     bakar api kimia lithium trus tambah kaku setrum tempat gosong   nyebur air sungai danau dl lebih selamat bbm ketimbang mahal mahal   pas dimurahin speknya rang apa kabar wuling ni orang kaya milik usaha mikirin apa sih   mau cepat laku spek tinggi jual murah ini akibat pikir butuh konsumen buzernya bilang    orang  miskin   mampu beli mending diam   rakyat   ngarep mahal laku keras   paksa nafsulu masuk mulut  orang  mulut lebih fungsi ketimbang telinga akibat dengar butuh masyarakat jelas   laku mending jual barang bekas   bukan nengebantu hidup malah nyusahin hidup boro boro  orang  kaya beli dara lebih milih super kar suara kenalpotnya geber geber kendara nyetrum  orang  pasang speaker gede dengar knalpot iya   peduli perintah alih kendara tawar program kredit kendara ramah dompet awal rb jt kredit bulan jadi rb bulan rasa perlu perintah usaha mahal mahal sewa aktor pasang iklan bakal ludes laku semua itu perintah peduli lingkung bukan cari untung banyak cari untung tipis tipis   peduli lingkung moga dibales,negatif
bentuk krna   baru kalem   insyallah,positif
harga batre sangat mahal ng sistim tukar batre khawatir habis jalan bengkel blm rata,negatif
indonesia mau   bagus murah fitur banyak coba bikin jt an bawah laku keras,positif
ingin masyarakat to bbm sembako murah bukan kendara banyak kyk mn   macet total,negatif
wajar inovasi ubah fase paling susah terima ubah tsb iring waktu terima   sendiri iring kembang sarana prasarana policy,positif
coba   kendara umum dulu digati kendaran lisrik bus dl,positif
andai carger pake powerbank mungkin minat,positif
benerin jalan dlu baru transportasi jalan ancur ancur,netral
jelek mahal siapa   mau,negatif
kendara bentuk design aneh   cocok buat selera indonesia,positif
cocok daerah gunung penuh hutan takut mogok kuat nanjak,negatif
tak mampu beli,negatif
paksa kendara perut rakyat banyak   lapar harus perut dulu penuh baru kendara pikir sederhana roket,negatif
kurang laku negara kembang negara maju banyak minat,positif
biaya mahal blm biaya pasang ev charging rumah   mahal station isi daya jg blm banyak lebih baik perintah utama   kendara angkut umum dulu banyak angkut umum lebih utama,positif
segera hapus pelan jumlah spbu bbm,negatif
mahal   model   bagus hargany jt atas   model biasa itu jt keats jg,negatif
cuma punya sepeda tahun,netral
  cepat isi tempat isi bnyak bnyak   mau,negatif
awas dibodohin perintah nnti lisyrik naik najis subsidi perintah gabakal guna gabakal manfaat depan buat untung sendiri,negatif
  ngotak  orang  ekonomi   merosot bukan mkir cara naik ekonomi,negatif
hadir saing pln,negatif
pribadi ras kurang pas pemerinth peduli lingkung ekonomi layan kebutuhn hari hari mending pemerinth negara fokus transportasi umum bis kereta api disubidi baik royal langit biru capai   urusn pribadi subsidi giat politik bisnis usaha besar dampak baik masyarakat malah tambah populasi kendara jalan raya jangan giur iming iming subsidi padahal cekik rakyat subsidi sendiri tidang untung rakyat ekonomi negara   feed back kepda bangsa negara duit apbn buat usaha,netral
negara maju mati contoh china eropa,negatif
  masukke indonesia sesuai   selera imdonesia mpv suv cros   kutu ev sedan ev harga atas m,positif
perintah nyuruh beli nih gila   betul tepat justru sepeda motor harga murah banget daerah   banyak bocah dibeliin ortunya bukan soal   banyak   beli     mau beli entah bensin dua mahal masyarakat kecil beli kok beli sepeda motor     gila mahal cuy bodo subsidi percuma   juta,negatif
pikir orang negara kembang,positif
kira rakyat goblok,negatif
 baru sadar ente elit bilang perintah boneka megawati,positif
sayang uang habis buat subsidi kendara alangkah baik subsidi alih didik umkm sehat,positif
ngapain beli tempat charge   bengkel   tau jarak pim bensin   jauh rebut sama pengetab mau pakai,negatif
banyak daerah sering padam gimana mau alih kendara,positif
bikin mikir beli ribet ngecasnya walopun ngecas rumah pantau terus daya betrenya   lupa amsyonglah   dipake charging station blum sedia seluruh kalo   banyak charging station isi minimal jam maki kota tambah lambat ngecasnya   cuaca panas kaya indo no harga cas berita   stabil itungannya   kaya bensin harga fantastis kesan   worth sama versi bensin bengkel pihak tiga banyak nanganin tinggal apartemen mikir x buat beli balik nomor ,negatif
  usah sibuk masyarakat beli jabat perintah dulu pakai jabat malah sibuk beli bmw marcedees lamborgini unicorn cuak,negatif
dekarbonisasi eeh malah bangun pltu,netral
contoh luar negeri harga jt negara harga naik x lipat banyak koruptor negara,positif
lebih baik tani subsidi,positif
coba jabat dluan mmberi contoh mungkin  lebih  mudah sosialisasi depan dorong masyarakat tpi jabat   sma     boong,negatif
politik nanti naik,negatif
mantap moga jakarta surabaya medan bandung yogyakarta terap jalan bayar jalan macet,positif
rakyat kecil tengah mampu beli motor atas jt an atas jt asal kredit tahun penting fasilitas kredit splu,negatif
listrk tampil jelek,negatif
sekarang murah waktu naik ,positif
bukan   laku ganti baterai ny uda miskin bos,negatif
sepi minat harga gila lebih biasa   masuk akal harga murah biasa jt an deh bahkan   bawah harga model wuiling     jt an gila   waras,positif
politik politik rakyat selalu alamat,negatif
klu kurang suka sama model,positif
biofuel hydrofuel are the solution,netral
kendara dinas perintah   pake bensin ditawarin pke ganti aki   ogah an kendara bensin akalin dlu l   aki   cas,negatif
berita tendensius   imbang maluin media besar banding bensin lebih laku bensin alih liat growth antusiasme   tesla kelas atas minat batas gitu   masak   paham,negatif
mungkin laris harga juta terus muat orang,positif
infrastruktur   sangat rendah mahal pln sampe rugi malah sok an maksa cabut dulu batas kwh kayak negara maju baru mikir,negatif
orang   beli timbang harga jual harga nd mau jual berapa batre   lama rusak aki   umur tahun beda ama bensin lama mesin awat pakai puluh tahun harga jual tinggi,positif
kasih subsidi mending banyak   fast charger sebenernya orang mikir charger,negatif
 malas  banget  lihat  wajah muldx,netral
tarif mahal ajaib naik mending bikin harga murah aktivitas ekonomi gulir pabrik buka lapang kerja buka rakyat   susah,positif
indonesia kurng buat cari sumber daya buat isi ulang daya,negatif
kndaraan cm ousat   kmpg giln ngecas mn   jd maslh trs model motor jg jlk jlk model beat  semua ,positif
 gimana    laku harga langit   jangkau wuling air ev   kecil banget kayak   tau selera masyarakat indo         muat orang kampung mn   laris,negatif
takut konslet   kena ujan banjir,negatif
lebih suka pake motor,positif
maaf bukan   sok tau kendara emng ramah lingkung butuh prasarana kyak isi daya sma nilai jual dripada gembor kendara mending tingkat kembang didik sma sehat     udh naik ntar naikkin ekonomi rakyat tahu sda mkin luas posisi mayoritas rakyat indonesia msih golong tengah bawah,positif
bukan   laku mahal ngecas lama jd ribet,negatif
kekeuh ev simple   awal   daya pln   oversupply   kira cost los trilyun       t hilang layang makanya salah satu kurang oversupply trus bikin cerita ev sayang sekali nyata jauh bawah harap    benar     benar  clean kendara bas hidrogen jepang     ngembangin kendara ev langsung hidrogen,negatif
  gencar transportasi publik,netral
  malak ppn kok subsidi harga luar jt sini hampir jt,negatif
ajar konvesional dulu apa daya dukung ssmakan daya dukung baru,positif
harga mahal,positif
pake batrei sih coba   reaktor   minat,positif
pertama motor rusak susah baik rugi beli motor banyak bengkel tempat isi bahan bakar motor banyak oke,negatif
  cocok indonesia banyak duduk tinggal gang sempit punya parkir sewa gimana mau ngechargenya,negatif
ngecas   rumah nenek,positif
harga mahal disain kurang tarik,positif
kmaren kmren ni media nyudutin pmrintah   kerjaanya kira msarakat   tau apa,negatif
rakyat mau jalan negara desa aspal dulu blok,positif
kemah listrinya,netral
ning kendara kendara umum bus angkot,netral
kasih ppn pkb gratis tol gratis parkir lama berapa tahun gt naik minat,positif
jt dapet ev,positif
bijak perintah selalu pake otot bukan pake otak,negatif
mana sih wuliing banyak bet sering papar jalan,netral
title berita tak laku at the same time tampil data jual tingkat,negatif
tak laku trs jual pasir laut singa opor laris manis   luas darat singa opor siap pulau kepri susut,positif
turut pilih sedikit sebab sedikit beli iring jalan waktu tambah varian tambah beli utama bentuk toyota rush mitsubishi expander banyak bel,negatif
asa dulu transportasi publik deh   minta,netral
  pernah dengar baterai     tahun performa turun ganti baterai harga tengah harga,positif
tinggal kota oke tpi tinggal daerah repot daerah gunung kuat nanjak nggk sedia tempat isi baterai nggk bengkel sama montir sedia sih masa orang perintah gatau dasar kaya gitu pajak oke cuma tpi lihat faktor tutup ringan pajak daerah kota dukung mobilitas cuma kota besar,negatif
perlu garis bawah neh jabat takut tindak karna waktu pilih dekat takut depan bakal mangkrak ganti orang   pegang jabat malah   korupsi oknum tentu,negatif
rakyat ngerasa   butuh subsidi kendarran kendara bukan butuh primer buat     punya kendara bbm buat apa beli   kendara buang buang duit   tuker tambah rugi harga jual kendara bekas lebih murah harga beli baru,negatif
bisnis keluarga luhut   heran subsidi,positif
suruh masyarakat   alih ev perintah dulu banyak transportasi umum punya perintah bus ev kasih contoh dulu,positif
  murah desain jelek tampil kunci,positif
  harga mahal cuba harga jt psti laku keras,positif
  pikir aman tidak hujan banjir diibukota bray auto konslet servicesan   murah,negatif
rakyat   butuh motor atau kereta cepat atau ibukota baru   butuh rakyat umum segera berantas tikus anjing bajing koruptor usak negara   bikin pertalite naik hutang negara bengkak gunung   bikin harga naik pajak naik banyak phk anggur gelandang emis jahat dl rakyat butuh kerja hasil   makan anak sekolah dl hai jabat kroni hidup sekali dunia jangan   rakus serakah pikir rakyat negara tempat   lahir besar sih curi uang rakyat indonesia maju makmur,negatif
harus motor dulu juta motor mesin perlu ganti listitrik,negatif
benerin dulu transportasi umum baru ngomong kendara ibarat  orang  jalan   mas seok suruh lari yya ambruk,negatif
perintah isi jabat   sekolah tinggi woi charger station dlu ksih luas blok masyarakat msih pikir mau beli tempat charge cuman provinsi mau pulkam gitu kabupaten   charger station trus nge cas rumah waktu   lama  haduh  masyarakat banyak   mau ribet cok mau pakek keluar rumah nunggu dlu charge   lama rumah coba charge station enak charging   butuh waktu lama nunggu jam   guna perata charge station dlu   bikin cok jngan asal mau laku   otak   blok,positif
tuju buat apa sih ngurangin emisi khawatir minyak bumi fossil habis bukan emisi cuman pindah kenalpot bangkit bukti bangkit kerja lebih keras cas baterenya batubara tetap guna bangkit tenaga uap minyak bumi fossil tetap guna hidup bangkit tenaga diesel trus buat apa emisi tetap   hilang cuman pindah tempat  ,negatif
manja   cuma buat belnja pasar alfa indomart anter anak sekolah anter mamah arisan nongki senayan dar buat pamer y a   masalah masyrkt kecil buat angkut sana angkut sini jarak tempuh   jauh kuat nanjak bawa rombong jamah jamah,negatif
lebih penting urus perut n biaya sekolah,positif
nge cas rumah weh parkir   jalan diselimutin punya   punya garasi kok mau sok,positif
jala mulusin dlu desa sulit   buat wara wiri   jala rusak,positif
entar diskon diskon lalu banyak minat terus tahun depan gas harga kayak gas elpiji dulu gas elpiji tabung ijo iming iming murah kandung gas elpiji limpah ujung perintah cuma buat bisnis   bukan sejahtera rakyat perintah kok  hitung  itungan sama rakyat parah nama perintah sejahtera rakyat bukan anggota perintah fakta perintah hanya bisnis untung perintah bukan rakyat,negatif
rakyat mau cantik harga murah,positif
militer sendiri pake apa militer mau pake reliable   andal waktu tank   umum   mau coba mana tank,positif
kesi baterai   sebar layak pom bensin,negatif
super mahal tambah   bareng sarana prasarana seluruh daerah indonesia,positif
fundamental   khawatir konsumen usaha perintah rubah regulasi tinggi biaya awat charging station banyak tiap wilayah lama waktu isi charging station isi bbm cukup menit ful tank,negatif
masuk honda e harga bawah jt auto laris,netral
motor bunuh darah dingin tabrak orang diam diam keluar suara,negatif
nunggu produk negri,positif
masalah kualitas jelek kayak ecek   banding budget sama,negatif
tagih bengkak nga min,negatif
ngomong mau begal partai,negatif
inti sedia stasiun percuma subsidi banyak banyak stasiun sangat minim,negatif
turun harga sembako rakyat indonesia ingin lapang kerja bukan subsidi,positif
kendara jarak tempuh   mumpuni   jalan indonesia   dominan bukit jawbannya ragu   blia banding dg mampu kendara bensin jarak tempuh kendara msh pendek   jd masalah utama baterai harga baterai kendara     harga kendara   baterai ny impor   luar knp baterai impor   luar punya pabrik baterai wong baterai   jam dinding   msh impor luar jd solusi negara produksi dlu pabrik baterai mungkin br   tarik perhati beli indonesia,negatif
akal akal baiden sama china sejak duduk persiden mi batasin lihat   trump naik bakal balik normal ev loyo,positif
ingin innova hr v fortuner,netral
bukan masyarakat   mau uang   cukup coba bawa jt muat  orang ,negatif
kisar jt model avanza muat tumpang jamin laku china     murah kok,negatif
murah jg   mau beli banyak bakar,positif
sepi kasih hrga jangkau target konsumen jamin mulai transisi harga murah jangkau,negatif
baterai model gas lpg copot pasang nga perlu lama lama isi apa beli mini market rumah,negatif
muldoko cawe cawe punya mab anak bangsa industri lokal,netral
tuai begal partai jelas gagal,negatif
guna batu bara,netral
obral harga mahal bro mhal bnget murah rame,positif
mahal bingit new sperpat,negatif
 usaha jabat   bingong jabat nyambi usaha penting perut sendiri,negatif
hybrid sekarang   cocok banding kendara,positif
mahal china   murah contoh air ev sini mahal padahal produksi sini kbanyakan ambil laba dealer ama sales ngebet   cepet bp,positif
jt laku keras,netral
mana kemarin   bilang awat ev lebih murah ,positif
isi lebih lama bbm beli harga mahal enak harga murah isi coba diswap baterai kurang waktu isi jarak tempuh harus tingkat jangan mangkrak hilang teknologi saran rakyat jangan paksa alih pengaruh biaya konversi sipengguna mampu biar macam macam kendara bahan bakar,negatif
battery hp   ledak takut aman mulai air cuaca panas dl   rupa musuh,negatif
harga mahal umur batre tanya investasi   mahal orang hati,positif
benar paling rakyat mau harga kendara   msh sangat mahal pom pln sangat kurang   sama spt jmlh byknya pom bensin,positif
    minat masa pakai batrai rendah gitu tahun   turun forma tahn  tahun  pasti   siap ganti batrai ganti bensin  tahun  harga batrai harga bensin,positif
orang goblok sekarang resesi gimana mau beli sekarang orang mikirnya gimana makan,negatif
ingat cuy orang indo praktis ribet   praktis,netral
subsidi pangan sehat didik rata bos,positif
daerah pln sering padam jelas guna     berani,positif
jare subsidi nyatane kakean s   pura subsidi,netral
laku kok pasar   beda sama   motor punya pasar sendiri,positif
tong motor   buat dlm negri     laku mau nyoba jual   pabrik skg licik     booming dimanfaatin bt naikin harga jual x x lipat,positif
lemah pake     rasa cuman masalah charging bingung ngecas woi tengah jalan lebih oke,netral
siapa mau beli lucu kayak gitu guna konvensional lihat aneh lucu kayak gitu harga mahal mana mau beli,positif
korea cuma jt an harga awal jt an jt an subsidi perintah kualitas bagus,positif
banding isi bbm harga bbm selesih jauh klu tarif mahal sama bbm selesih bbm sangat signifikan,negatif
lagi ngecas batrai butuh waktu   tau orang indonesia suka lupa last last lambat kerja habis cerita,negatif
rakyat mau mudah cara maka ev   liatrik rumah wat,positif
kasi sama nih rezim apa ide laku kayak kereta cepat sekarang     jelas mau naik siapa hahahah,negatif
niat bisnis rakyat sih   laku luhut muldog semua bisnis batere ev,positif
begal partai soal   suply batrai jg ngk percaya cek  ,negatif
produk muldoco   bkl berkah partai     rampok masrakqt thu branding tokoh sama   mebodohi diri sendiri,positif
ev kendara masa depan butuh waktu jawab tuntas tanya butuh konsumen,negatif
mahaal kendala harga minyak cenderung stabil,positif
lama daerah banyak minat   tau beli knp   pasar kaya motor rata seluruh darrah,negatif
generasi lahir tahun pilih hidup modern ramah lingkung why genetik lahir zaman   banyak revolusi   jawa nikah ama sunda genetik mayoritas mirip sama ortu sekian banyak orang   punya anak rata rata mirip ortu cuma sedikit anak mirip ortu alami revolusi genetik genetik cantik luar biasa ganteng   tolong buat hidup lebih cocok tubuh   korea laku sekarang lingkung,negatif
inti harga jangkau kalang masyarakat tengah bawah kualitas kendara sesuai standart indonesia infrastruktur tiap daerah seluruh indonesia sedia part ev banyak penuh butuh,positif
jepang prediksi,positif
coba motor dulu lama fast charging range tempuh pendek malas pakai option swap battery indomaret alfamart spbu jg,negatif
harga mahal stasiun isi sedikit baik sulit perlu teknisi khusus banyak banyak ngeluh rakyat sulit pindah ev lebih baik fokus infrastruktur dukung lebih sebar luas harga ngotak sesuai rakyat,positif
daya tahan baterai timbang samping harga tinggi,negatif
  mampu   usah beli bos mampu siap beli   kaum dang mending   usah maksa,negatif
nope   tunggu warga pasti laku berapa bos bekas semua hitung dak bakal laku perintah nutup semua gerai pertamina,negatif
sarpras coba jabat aparatur perintah wajib guna dorong lebih cepat sarpras moda negara,negatif
  ikut punya usaha orang menteri,negatif
kasih tau knapa sepi praktis charge lama infrastruksur charging station     brkembang   pasang rumah malah nambah biaya kalian vop pajak mulu   hitung keluar rumah   notabene masyarakat qta mayoritas kurang mampu blm   kurang montir ahli ev dn bnyak   kalian   sih mikir sederhana kek gin subsidi subsidi baterai dl   subsidi   bakal laku lawak,negatif
syukur   laku karna bisnis kelompok orang,positif
subsidi bukan rakyat kecil subsidi tuju alih bbm bbm impor triliun indonesia sangat limpah malah indonesia expor listtik luar subsidi   mesti bbm alih rakyat kecil upa sembako   lain,negatif
sama sekali   butuh ev butuh transport umum konektivitas mau ln singapura australia china japan dl bosen naik kendara pribadi   mau gantung   naik turun harga bbm ato kpn bangun jalan tgh kota bawah tanah   sambung antar gedung dl,negatif
mahal bentuk mungil jalan kota buat jarak jauh kek mana semua   tetap setia sama avanza xpander harga sesuai kantong beli calon beli,positif
daya tahan baterai buat tahan lama hari sekali isi rasa aman laku jalan,negatif
orang suka rakyat,positif
minta rakyat transfortasi umum nikmat murah masyarakat umum,positif
mahal pengisihan rata,negatif
terlalumahal harga,positif
rakyat mau sembako murah,positif
kampung apa charge   habis daya batrai masak dorong tempat charging,negatif
erah sekarang cangih,netral
  ketar tir orang soal jual rakyat sih adem ayem,negatif
lebih banyak resiko bila mogok tengah hutan dorong sampe ketemu sumber,positif
ikn produk rezim jukong ujung bebanin rakyat,netral
rakyat butuh sembako murah bukan motrik murah bos percuma subsidi hutang negara naik trus mpe ribu triliun bukan sejahtera rakyat dulu bisnis   jabat sama usaha kendara alhamdulillah rakyat jakarta saji tije angkut murah kolaborasi luas lumayan naik bus maksa atur ntar allah paksa azab jabat   maksa,negatif
moeldoko ngomong kerja tak guna punya prestasi,positif
rakyat   rasa sapi perah jabat   gap korupsi trus tiap tahun mau klean ngomong pajak pajak kantung klean dsar anak anj  ,negatif
  negara terap kayak negara maju rata rata kendara harga murah jiklau ekspor nilai lebih negara produksi mantap,positif
batere ganti tiap tahun harga batre ratus juta sulit masyarakat terima,positif
durung wayahe mikir kendara bosque,negatif
lama harga bensin jangkau jangan harap laku,negatif
  harga stngh harga   pasar garansi batrai minimal  tahun  blh pikir   luar negri   harga   harga indonesia bandingin hyundai ioniq korea beda x lipet banding indonesia pdhal hyundai pny pabrik indonesia ngapain bangun indonesia       tekan harga domestik trs jg naik trs sama   boong   hemat bbm   harga naik,positif
tri sama perintah ajah   pake kendara ngapain rakyat suruh pake pikir bikin bijak jangan blunder benar buat bijak tolak,negatif
sebentar buming,negatif
harga jt gada worth it baru oke masalah moga pihak asing mau buka pabrik baterai indonesia lebih murah,positif
  mau laku bebasin pajak kendara rp semua orang pindah kendara,negatif
yakin sistem swab mungkin laku motor subsidi mana sulit e pol mudah donk kasih subsidi banyak mol bawah jt jangan atas malah kasih subsidi banyak orang beli jt kok kasih subsidi justru jt bawah malah cuman sd jt subsidi kasih subsidi banyak bawah jt beli banyak,negatif
 sekarang  trblik   dpt subsidi  orang  ksya,netral
sepeda   dulu bukan motor sepeda,negatif
ngeri anak singkong corps   main politik,negatif
  tuju green energi subsidi plts rumah rumah pln koleps,positif
ada transparasi harga baterai bikin malas mau laku jamin sedia baterai generasi baru harga   lebih murah masa datang jangan anggap beli kayak beli hp th   resale value,negatif
  masalah mahal minta ampun ngebandrol harga kaya surup,negatif
isi daya minim bengkel minim,negatif
banyak kurang harga kelas llangit,negatif
bentuk jelek mknya ngk   minat coba klu model honda jaz vios civic dln bnyk minat,positif
ngapain subsidi ikan   pake orang   duit perintah beri bantu orang   duit pantes   kaya makin kaya   miskin makin miskin,negatif
rakyat bawah garis miskin puluh juta  orang  jumlah apa   baik uang triliun   bantu mrk,negatif
  motor benar spesifikasi sendiri serba nanggung sudah motor mahal daya tempuh padan mahal desain culun bukan selera pasar indonesia gas menghentak krusial resiko rider mula   tinggal banyakin juta sama keren konvensional,positif
